"inventoryid","inventorydate","year","month","partid","partname","partcode","partcategory","partdescription","supplierid","suppliername","suppliercity","suppliercountry","supplierrating","warehouseid","warehousename","warehouselocation","warehousecity","quantityonhand","quantityreserved","quantitydamaged","availablequantity","reorderlevel","reorderquantity","leadtimedays","unitcost","totalcost","supplierleadtime","receivedate","invoicenumber","invoiceamount","status","expirydate","storagelocation","laststockupdate","notes"
"INV00000765","2024-12-24",2024,2,"PART000016","Part 16","PC696346","Raw Material","Essential component Part 16","SUP0046","Supplier 46","Chennai","India","4.28","WH06","Warehouse 6","North","Chennai",40089,39256,233,600,3673,10106,14,"848.69","509214",73,"2024-01-25","INV302597","81520.79","Available","2025-02-23","Rack-49","2024-07-08","Stock level: 40089 units, Supplier rating: 4.28"
"INV00000766","2024-04-20",2024,5,"PART000017","Part 17","PC811893","Component","Essential component Part 17","SUP0047","Supplier 47","Kolkata","India","4.3","WH07","Warehouse 7","South","Kolkata",16915,641,141,16133,2214,19298,28,"613.08","9890819.64",59,"2024-02-08","INV562788","85496.19","Low Stock","null","Rack-45","2024-03-08","Stock level: 16915 units, Supplier rating: 4.3"
"INV00000767","2024-12-08",2024,8,"PART000018","Part 18","PC548302","Subassembly","Essential component Part 18","SUP0048","Supplier 48","Jaipur","India","3.91","WH08","Warehouse 8","East","Jaipur",20344,10397,284,9663,4627,2243,22,"583.92","5642418.96",50,"2024-12-25","INV123557","51009.69","Out of Stock","null","Rack-31","2024-09-13","Stock level: 20344 units, Supplier rating: 3.91"
"INV00000768","2024-02-12",2024,8,"PART000019","Part 19","PC488972","Tool","Essential component Part 19","SUP0049","Supplier 49","Mumbai","India","2.68","WH09","Warehouse 9","West","Mumbai",9247,6487,480,2280,4348,4912,27,"424.91","968794.8",35,"2024-07-25","INV644588","23501.73","Discontinued","2025-12-16","Rack-63","2024-02-09","Stock level: 9247 units, Supplier rating: 2.68"
"INV00000769","2024-07-24",2024,9,"PART000020","Part 20","PC396404","Packaging","Essential component Part 20","SUP0050","Supplier 50","Delhi","India","4.87","WH10","Warehouse 10","Central","Delhi",3759,827,72,2860,703,9765,46,"28.44","81338.4",38,"2024-03-13","INV421371","49165.36","On Order","null","Rack-84","2024-01-15","Stock level: 3759 units, Supplier rating: 4.87"
"INV00000770","2024-09-07",2024,2,"PART000021","Part 21","PC660974","Raw Material","Essential component Part 21","SUP0051","Supplier 51","Bangalore","India","2.28","WH01","Warehouse 1","North","Bangalore",17310,13227,424,3659,307,17015,16,"94.97","347495.23",48,"2024-02-09","INV858756","15722.22","Available","null","Rack-61","2024-03-17","Stock level: 17310 units, Supplier rating: 2.28"
"INV00000771","2024-06-22",2024,6,"PART000022","Part 22","PC462767","Component","Essential component Part 22","SUP0052","Supplier 52","Pune","India","4.07","WH02","Warehouse 2","South","Pune",48831,22466,94,26271,4450,1271,38,"646.99","16997074.29",14,"2024-12-26","INV392214","71187.18","Low Stock","null","Rack-67","2024-10-26","Stock level: 48831 units, Supplier rating: 4.07"
"INV00000772","2024-04-15",2024,8,"PART000023","Part 23","PC224233","Subassembly","Essential component Part 23","SUP0053","Supplier 53","Hyderabad","India","4.15","WH03","Warehouse 3","East","Hyderabad",5859,5582,275,2,2399,10583,39,"57.06","114.12",69,"2024-05-05","INV145589","73122.84","Out of Stock","2025-10-20","Rack-92","2024-11-13","Stock level: 5859 units, Supplier rating: 4.15"
"INV00000773","2024-08-08",2024,10,"PART000024","Part 24","PC497122","Tool","Essential component Part 24","SUP0054","Supplier 54","Chennai","India","4.23","WH04","Warehouse 4","West","Chennai",35403,31746,281,3376,117,18617,30,"904.36","3053119.36",81,"2024-04-04","INV989516","50086.48","Discontinued","null","Rack-48","2024-01-14","Stock level: 35403 units, Supplier rating: 4.23"
"INV00000774","2024-11-07",2024,2,"PART000025","Part 25","PC393364","Packaging","Essential component Part 25","SUP0055","Supplier 55","Kolkata","India","4.18","WH05","Warehouse 5","Central","Kolkata",32836,2541,339,29956,2363,11713,26,"576.41","17266937.96",13,"2024-10-27","INV199439","26080.26","On Order","null","Rack-50","2024-02-04","Stock level: 32836 units, Supplier rating: 4.18"
"INV00000775","2024-11-26",2024,8,"PART000026","Part 26","PC482658","Raw Material","Essential component Part 26","SUP0056","Supplier 56","Jaipur","India","2.61","WH06","Warehouse 6","North","Jaipur",23929,20929,354,2646,900,10730,9,"134.43","355701.78",26,"2024-07-15","INV907579","2656.68","Available","2025-07-17","Rack-15","2024-06-10","Stock level: 23929 units, Supplier rating: 2.61"
"INV00000776","2024-11-01",2024,3,"PART000027","Part 27","PC307854","Component","Essential component Part 27","SUP0057","Supplier 57","Mumbai","India","4.46","WH07","Warehouse 7","South","Mumbai",37492,25857,55,11580,947,1058,41,"263.71","3053761.8",13,"2024-05-28","INV822478","45408.38","Low Stock","null","Rack-93","2024-07-25","Stock level: 37492 units, Supplier rating: 4.46"
"INV00000777","2024-05-18",2024,4,"PART000028","Part 28","PC338225","Subassembly","Essential component Part 28","SUP0058","Supplier 58","Delhi","India","4.71","WH08","Warehouse 8","East","Delhi",31275,4252,113,26910,1685,2860,32,"876.22","23579080.2",37,"2024-07-16","INV783850","27908.91","Out of Stock","null","Rack-49","2024-12-14","Stock level: 31275 units, Supplier rating: 4.71"
"INV00000778","2024-12-15",2024,5,"PART000029","Part 29","PC323936","Tool","Essential component Part 29","SUP0059","Supplier 59","Bangalore","India","2.82","WH09","Warehouse 9","West","Bangalore",46117,34976,236,10905,3097,12926,19,"82.96","904678.8",71,"2024-08-09","INV411683","79107.49","Discontinued","2025-03-12","Rack-34","2024-03-13","Stock level: 46117 units, Supplier rating: 2.82"
"INV00000779","2024-02-10",2024,12,"PART000030","Part 30","PC598393","Packaging","Essential component Part 30","SUP0060","Supplier 60","Pune","India","4.28","WH10","Warehouse 10","Central","Pune",23043,10358,372,12313,3405,19631,52,"474.84","5846704.92",81,"2024-12-14","INV626581","12701.8","On Order","null","Rack-21","2024-02-02","Stock level: 23043 units, Supplier rating: 4.28"
"INV00000780","2024-02-24",2024,9,"PART000031","Part 31","PC758742","Raw Material","Essential component Part 31","SUP0001","Supplier 1","Hyderabad","India","3.62","WH01","Warehouse 1","North","Hyderabad",30438,26947,336,3155,3055,1454,47,"595.5","1878802.5",54,"2024-12-23","INV905283","64525.31","Available","2025-08-24","Rack-77","2024-04-23","Stock level: 30438 units, Supplier rating: 3.62"
"INV00000781","2024-12-15",2024,2,"PART000032","Part 32","PC243360","Component","Essential component Part 32","SUP0002","Supplier 2","Chennai","India","2.89","WH02","Warehouse 2","South","Chennai",9564,8510,384,670,2669,18968,19,"409.74","274525.8",78,"2024-11-16","INV223623","56623.11","Low Stock","null","Rack-22","2024-02-19","Stock level: 9564 units, Supplier rating: 2.89"
"INV00000782","2024-01-16",2024,9,"PART000033","Part 33","PC838719","Subassembly","Essential component Part 33","SUP0003","Supplier 3","Kolkata","India","4.76","WH03","Warehouse 3","East","Kolkata",15195,14788,129,278,2854,16170,28,"681.99","189593.22",25,"2024-04-10","INV319568","5921.94","Out of Stock","null","Rack-23","2024-09-08","Stock level: 15195 units, Supplier rating: 4.76"
"INV00000783","2024-10-07",2024,3,"PART000034","Part 34","PC729675","Tool","Essential component Part 34","SUP0004","Supplier 4","Jaipur","India","3.82","WH04","Warehouse 4","West","Jaipur",14826,5115,279,9432,1905,6275,24,"768.15","7245190.8",8,"2024-11-21","INV190360","77872","Discontinued","null","Rack-43","2024-12-09","Stock level: 14826 units, Supplier rating: 3.82"
"INV00000784","2024-03-08",2024,1,"PART000035","Part 35","PC386113","Packaging","Essential component Part 35","SUP0005","Supplier 5","Mumbai","India","4.28","WH05","Warehouse 5","Central","Mumbai",16574,15369,397,808,727,8992,32,"743.14","600457.12",51,"2024-05-10","INV907265","68292.86","On Order","null","Rack-71","2024-03-02","Stock level: 16574 units, Supplier rating: 4.28"
"INV00000785","2024-08-27",2024,9,"PART000036","Part 36","PC487307","Raw Material","Essential component Part 36","SUP0006","Supplier 6","Delhi","India","2.9","WH06","Warehouse 6","North","Delhi",13756,8042,337,5377,3314,10411,7,"307.26","1652137.02",14,"2024-08-17","INV948336","34190.56","Available","null","Rack-26","2024-10-26","Stock level: 13756 units, Supplier rating: 2.9"
"INV00000786","2024-10-11",2024,6,"PART000037","Part 37","PC137690","Component","Essential component Part 37","SUP0007","Supplier 7","Bangalore","India","3.46","WH07","Warehouse 7","South","Bangalore",26645,26174,370,101,4081,15278,43,"531.69","53700.69",17,"2024-02-22","INV247193","83803.67","Low Stock","null","Rack-43","2024-09-27","Stock level: 26645 units, Supplier rating: 3.46"
"INV00000787","2024-09-06",2024,10,"PART000038","Part 38","PC155827","Subassembly","Essential component Part 38","SUP0008","Supplier 8","Pune","India","3.84","WH08","Warehouse 8","East","Pune",49088,45973,456,2659,4717,12997,7,"635.12","1688784.08",44,"2024-02-21","INV200876","32832.12","Out of Stock","2025-09-09","Rack-15","2024-07-07","Stock level: 49088 units, Supplier rating: 3.84"
"INV00000788","2024-11-28",2024,4,"PART000039","Part 39","PC702840","Tool","Essential component Part 39","SUP0009","Supplier 9","Hyderabad","India","2.72","WH09","Warehouse 9","West","Hyderabad",1192,733,79,380,780,3739,6,"649.12","246665.6",23,"2024-02-16","INV874647","51968.11","Discontinued","null","Rack-70","2024-09-13","Stock level: 1192 units, Supplier rating: 2.72"
"INV00000789","2024-06-17",2024,5,"PART000040","Part 40","PC571099","Packaging","Essential component Part 40","SUP0010","Supplier 10","Chennai","India","3.8","WH10","Warehouse 10","Central","Chennai",5449,4714,235,500,805,1007,7,"734.38","367190",70,"2024-08-02","INV186180","67538.43","On Order","null","Rack-67","2024-05-16","Stock level: 5449 units, Supplier rating: 3.8"
"INV00000790","2024-06-12",2024,5,"PART000041","Part 41","PC767943","Raw Material","Essential component Part 41","SUP0011","Supplier 11","Kolkata","India","3.74","WH01","Warehouse 1","North","Kolkata",38596,16662,482,21452,4818,8165,6,"831.61","17839697.72",64,"2024-11-22","INV686853","22383.77","Available","null","Rack-95","2024-05-12","Stock level: 38596 units, Supplier rating: 3.74"
"INV00000791","2024-09-22",2024,9,"PART000042","Part 42","PC755690","Component","Essential component Part 42","SUP0012","Supplier 12","Jaipur","India","3.46","WH02","Warehouse 2","South","Jaipur",25210,19662,265,5283,186,1799,43,"593.85","3137309.55",47,"2024-02-03","INV542352","32174","Low Stock","2025-01-28","Rack-48","2024-04-07","Stock level: 25210 units, Supplier rating: 3.46"
"INV00000792","2024-01-16",2024,11,"PART000043","Part 43","PC371081","Subassembly","Essential component Part 43","SUP0013","Supplier 13","Mumbai","India","3.52","WH03","Warehouse 3","East","Mumbai",34518,30958,75,3485,4262,3765,59,"852.4","2970614",14,"2024-01-03","INV257907","25089.73","Out of Stock","2025-05-17","Rack-62","2024-12-14","Stock level: 34518 units, Supplier rating: 3.52"
"INV00000793","2024-07-13",2024,4,"PART000044","Part 44","PC200388","Tool","Essential component Part 44","SUP0014","Supplier 14","Delhi","India","3.55","WH04","Warehouse 4","West","Delhi",116,53,184,-121,1074,13206,19,"45.51","-5506.71",15,"2024-12-04","INV787184","60851.75","Discontinued","2025-04-12","Rack-42","2024-09-04","Stock level: 116 units, Supplier rating: 3.55"
"INV00000794","2024-06-21",2024,5,"PART000045","Part 45","PC791324","Packaging","Essential component Part 45","SUP0015","Supplier 15","Bangalore","India","3.25","WH05","Warehouse 5","Central","Bangalore",7670,7382,2,286,1701,15659,10,"37.6","10753.6",72,"2024-03-03","INV989056","52514.79","On Order","null","Rack-31","2024-06-07","Stock level: 7670 units, Supplier rating: 3.25"
"INV00000795","2024-06-18",2024,8,"PART000046","Part 46","PC660024","Raw Material","Essential component Part 46","SUP0016","Supplier 16","Pune","India","2.71","WH06","Warehouse 6","North","Pune",846,271,424,151,4908,6284,45,"603.17","91078.67",41,"2024-02-11","INV271796","32138","Available","null","Rack-57","2024-04-27","Stock level: 846 units, Supplier rating: 2.71"
"INV00000796","2024-04-06",2024,5,"PART000047","Part 47","PC801413","Component","Essential component Part 47","SUP0017","Supplier 17","Hyderabad","India","2.39","WH07","Warehouse 7","South","Hyderabad",29814,22205,78,7531,345,6468,13,"304.36","2292135.16",38,"2024-11-22","INV725838","35448.23","Low Stock","2025-03-23","Rack-81","2024-06-19","Stock level: 29814 units, Supplier rating: 2.39"
"INV00000797","2024-11-10",2024,8,"PART000048","Part 48","PC556573","Subassembly","Essential component Part 48","SUP0018","Supplier 18","Chennai","India","2.29","WH08","Warehouse 8","East","Chennai",17589,12576,109,4904,4216,17165,27,"970.4","4758841.6",12,"2024-08-16","INV283495","73406.51","Out of Stock","null","Rack-32","2024-12-02","Stock level: 17589 units, Supplier rating: 2.29"
"INV00000798","2024-01-09",2024,2,"PART000049","Part 49","PC316842","Tool","Essential component Part 49","SUP0019","Supplier 19","Kolkata","India","2.64","WH09","Warehouse 9","West","Kolkata",22957,17463,72,5422,3647,16805,50,"579.45","3141777.9",69,"2024-06-24","INV999232","16895.8","Discontinued","2025-02-24","Rack-92","2024-01-24","Stock level: 22957 units, Supplier rating: 2.64"
"INV00000799","2024-06-08",2024,3,"PART000050","Part 50","PC841258","Packaging","Essential component Part 50","SUP0020","Supplier 20","Jaipur","India","2.22","WH10","Warehouse 10","Central","Jaipur",826,349,83,394,2135,7357,5,"599.62","236250.28",73,"2024-05-05","INV224035","41136.11","On Order","null","Rack-80","2024-08-21","Stock level: 826 units, Supplier rating: 2.22"
"INV00000800","2024-10-02",2024,3,"PART000051","Part 51","PC370849","Raw Material","Essential component Part 51","SUP0021","Supplier 21","Mumbai","India","3.6","WH01","Warehouse 1","North","Mumbai",6558,6488,37,33,1597,19732,32,"778.51","25690.83",83,"2024-09-18","INV900483","30055.71","Available","2025-07-21","Rack-81","2024-03-03","Stock level: 6558 units, Supplier rating: 3.6"
"INV00000801","2024-04-24",2024,12,"PART000052","Part 52","PC271565","Component","Essential component Part 52","SUP0022","Supplier 22","Delhi","India","2.6","WH02","Warehouse 2","South","Delhi",42530,22678,144,19708,4606,13245,17,"671.42","13232345.36",13,"2024-07-09","INV897598","70599.25","Low Stock","null","Rack-70","2024-07-18","Stock level: 42530 units, Supplier rating: 2.6"
"INV00000802","2024-04-03",2024,11,"PART000053","Part 53","PC795766","Subassembly","Essential component Part 53","SUP0023","Supplier 23","Bangalore","India","3.66","WH03","Warehouse 3","East","Bangalore",48951,30086,12,18853,4308,1173,23,"115.85","2184120.05",36,"2024-11-19","INV617837","55733.44","Out of Stock","null","Rack-58","2024-12-03","Stock level: 48951 units, Supplier rating: 3.66"
"INV00000803","2024-03-08",2024,3,"PART000054","Part 54","PC605590","Tool","Essential component Part 54","SUP0024","Supplier 24","Pune","India","4.95","WH04","Warehouse 4","West","Pune",37512,121,124,37267,1599,9110,26,"736.88","27461306.96",41,"2024-01-26","INV913978","20150.68","Discontinued","null","Rack-24","2024-04-10","Stock level: 37512 units, Supplier rating: 4.95"
"INV00000804","2024-04-09",2024,3,"PART000055","Part 55","PC268598","Packaging","Essential component Part 55","SUP0025","Supplier 25","Hyderabad","India","2.12","WH05","Warehouse 5","Central","Hyderabad",38153,13730,104,24319,3173,13769,50,"778.53","18933071.07",47,"2024-07-26","INV265465","20338.41","On Order","2025-12-07","Rack-54","2024-09-18","Stock level: 38153 units, Supplier rating: 2.12"
"INV00000805","2024-03-23",2024,1,"PART000056","Part 56","PC935964","Raw Material","Essential component Part 56","SUP0026","Supplier 26","Chennai","India","3.5","WH06","Warehouse 6","North","Chennai",9790,7127,447,2216,4901,19122,58,"974.9","2160378.4",89,"2024-10-17","INV299803","98769.92","Available","null","Rack-72","2024-11-19","Stock level: 9790 units, Supplier rating: 3.5"
"INV00000806","2024-09-14",2024,11,"PART000057","Part 57","PC932153","Component","Essential component Part 57","SUP0027","Supplier 27","Kolkata","India","3.45","WH07","Warehouse 7","South","Kolkata",20099,3849,82,16168,2404,948,5,"354.85","5737214.8",64,"2024-07-13","INV303728","16214.4","Low Stock","2025-06-22","Rack-28","2024-06-22","Stock level: 20099 units, Supplier rating: 3.45"
"INV00000807","2024-07-18",2024,2,"PART000058","Part 58","PC587523","Subassembly","Essential component Part 58","SUP0028","Supplier 28","Jaipur","India","2.92","WH08","Warehouse 8","East","Jaipur",3567,2008,328,1231,682,18823,39,"587.66","723409.46",67,"2024-11-15","INV695779","29246.67","Out of Stock","null","Rack-62","2024-09-23","Stock level: 3567 units, Supplier rating: 2.92"
"INV00000808","2024-05-17",2024,11,"PART000059","Part 59","PC615729","Tool","Essential component Part 59","SUP0029","Supplier 29","Mumbai","India","2.15","WH09","Warehouse 9","West","Mumbai",30998,3826,301,26871,1778,16894,28,"166.36","4470259.56",87,"2024-01-24","INV812652","85529.95","Discontinued","2025-06-23","Rack-29","2024-12-13","Stock level: 30998 units, Supplier rating: 2.15"
"INV00000809","2024-10-11",2024,3,"PART000060","Part 60","PC247898","Packaging","Essential component Part 60","SUP0030","Supplier 30","Delhi","India","4.04","WH10","Warehouse 10","Central","Delhi",12692,12098,175,419,2305,15388,15,"626.71","262591.49",48,"2024-12-19","INV228125","67578.39","On Order","null","Rack-61","2024-12-13","Stock level: 12692 units, Supplier rating: 4.04"
"INV00000810","2024-10-16",2024,12,"PART000061","Part 61","PC900964","Raw Material","Essential component Part 61","SUP0031","Supplier 31","Bangalore","India","4.59","WH01","Warehouse 1","North","Bangalore",243,191,392,-340,2147,7296,59,"432.24","-146961.6",37,"2024-02-06","INV576250","80419.8","Available","null","Rack-72","2024-11-14","Stock level: 243 units, Supplier rating: 4.59"
"INV00000811","2024-05-13",2024,2,"PART000062","Part 62","PC239925","Component","Essential component Part 62","SUP0032","Supplier 32","Pune","India","2.69","WH02","Warehouse 2","South","Pune",23592,12138,279,11175,4019,18408,25,"325.59","3638468.25",10,"2024-01-19","INV494581","54064.29","Low Stock","null","Rack-38","2024-06-12","Stock level: 23592 units, Supplier rating: 2.69"
"INV00000812","2024-01-24",2024,5,"PART000063","Part 63","PC179965","Subassembly","Essential component Part 63","SUP0033","Supplier 33","Hyderabad","India","2.51","WH03","Warehouse 3","East","Hyderabad",12420,11871,285,264,4723,9379,34,"421.91","111384.24",58,"2024-12-01","INV493421","21840.96","Out of Stock","null","Rack-47","2024-12-09","Stock level: 12420 units, Supplier rating: 2.51"
"INV00000813","2024-12-23",2024,3,"PART000064","Part 64","PC494111","Tool","Essential component Part 64","SUP0034","Supplier 34","Chennai","India","2.27","WH04","Warehouse 4","West","Chennai",47235,16536,57,30642,4423,14080,56,"494.26","15145114.92",11,"2024-03-27","INV108068","29995.94","Discontinued","null","Rack-27","2024-01-22","Stock level: 47235 units, Supplier rating: 2.27"
"INV00000814","2024-04-28",2024,7,"PART000065","Part 65","PC584741","Packaging","Essential component Part 65","SUP0035","Supplier 35","Kolkata","India","4.68","WH05","Warehouse 5","Central","Kolkata",31049,15166,468,15415,3014,12020,34,"186.49","2874743.35",29,"2024-01-25","INV952015","50848.47","On Order","null","Rack-46","2024-12-17","Stock level: 31049 units, Supplier rating: 4.68"
"INV00000815","2024-10-19",2024,11,"PART000066","Part 66","PC506436","Raw Material","Essential component Part 66","SUP0036","Supplier 36","Jaipur","India","3.04","WH06","Warehouse 6","North","Jaipur",4507,1122,427,2958,234,7763,45,"168.74","499132.92",83,"2024-05-07","INV137157","71385.6","Available","2025-11-19","Rack-77","2024-08-10","Stock level: 4507 units, Supplier rating: 3.04"
"INV00000816","2024-12-18",2024,1,"PART000067","Part 67","PC965277","Component","Essential component Part 67","SUP0037","Supplier 37","Mumbai","India","2.62","WH07","Warehouse 7","South","Mumbai",11226,9079,62,2085,4233,2743,55,"583.78","1217181.3",47,"2024-12-23","INV942864","14107.51","Low Stock","null","Rack-2","2024-08-18","Stock level: 11226 units, Supplier rating: 2.62"
"INV00000817","2024-12-28",2024,6,"PART000068","Part 68","PC533618","Subassembly","Essential component Part 68","SUP0038","Supplier 38","Delhi","India","3.41","WH08","Warehouse 8","East","Delhi",31339,28010,137,3192,1996,535,58,"432.17","1379486.64",36,"2024-07-24","INV144014","67014.7","Out of Stock","null","Rack-5","2024-11-25","Stock level: 31339 units, Supplier rating: 3.41"
"INV00000818","2024-06-20",2024,8,"PART000069","Part 69","PC314591","Tool","Essential component Part 69","SUP0039","Supplier 39","Bangalore","India","4.29","WH09","Warehouse 9","West","Bangalore",40128,31732,444,7952,2656,4000,22,"96.67","768719.84",27,"2024-07-22","INV247650","14737.4","Discontinued","null","Rack-97","2024-02-10","Stock level: 40128 units, Supplier rating: 4.29"
"INV00000819","2024-09-14",2024,6,"PART000070","Part 70","PC206048","Packaging","Essential component Part 70","SUP0040","Supplier 40","Pune","India","4.84","WH10","Warehouse 10","Central","Pune",31870,4167,176,27527,3110,13955,46,"354.59","9760798.93",42,"2024-08-27","INV754202","15250.84","On Order","null","Rack-66","2024-03-20","Stock level: 31870 units, Supplier rating: 4.84"
"INV00000820","2024-04-04",2024,1,"PART000071","Part 71","PC413036","Raw Material","Essential component Part 71","SUP0041","Supplier 41","Hyderabad","India","3.24","WH01","Warehouse 1","North","Hyderabad",46137,6711,218,39208,2641,7208,37,"413.62","16217212.96",89,"2024-04-25","INV686358","1635.82","Available","2025-03-21","Rack-50","2024-06-12","Stock level: 46137 units, Supplier rating: 3.24"
"INV00000821","2024-10-04",2024,2,"PART000072","Part 72","PC844863","Component","Essential component Part 72","SUP0042","Supplier 42","Chennai","India","3.45","WH02","Warehouse 2","South","Chennai",8421,86,343,7992,1132,13587,43,"111.44","890628.48",64,"2024-07-05","INV942576","55192.69","Low Stock","2025-10-12","Rack-72","2024-11-14","Stock level: 8421 units, Supplier rating: 3.45"
"INV00000822","2024-12-23",2024,12,"PART000073","Part 73","PC931633","Subassembly","Essential component Part 73","SUP0043","Supplier 43","Kolkata","India","3.71","WH03","Warehouse 3","East","Kolkata",25336,12298,455,12583,3432,826,14,"507.04","6380084.32",87,"2024-11-11","INV453509","17066.44","Out of Stock","null","Rack-92","2024-07-18","Stock level: 25336 units, Supplier rating: 3.71"
"INV00000823","2024-06-25",2024,9,"PART000074","Part 74","PC342008","Tool","Essential component Part 74","SUP0044","Supplier 44","Jaipur","India","3.79","WH04","Warehouse 4","West","Jaipur",34013,18832,36,15145,1884,819,29,"348.85","5283333.25",74,"2024-12-09","INV874900","43992.04","Discontinued","2025-01-14","Rack-95","2024-10-05","Stock level: 34013 units, Supplier rating: 3.79"
"INV00000824","2024-06-28",2024,2,"PART000075","Part 75","PC876303","Packaging","Essential component Part 75","SUP0045","Supplier 45","Mumbai","India","3.57","WH05","Warehouse 5","Central","Mumbai",24915,9587,4,15324,2093,16547,23,"467.87","7169639.88",13,"2024-01-12","INV594783","69252.33","On Order","2025-09-21","Rack-48","2024-11-16","Stock level: 24915 units, Supplier rating: 3.57"
"INV00000825","2024-02-14",2024,9,"PART000076","Part 76","PC905229","Raw Material","Essential component Part 76","SUP0046","Supplier 46","Delhi","India","3.64","WH06","Warehouse 6","North","Delhi",45628,44837,192,599,4003,19437,41,"642.55","384887.45",59,"2024-02-22","INV902316","11050.44","Available","null","Rack-15","2024-03-06","Stock level: 45628 units, Supplier rating: 3.64"
"INV00000826","2024-11-14",2024,7,"PART000077","Part 77","PC934859","Component","Essential component Part 77","SUP0047","Supplier 47","Bangalore","India","2.11","WH07","Warehouse 7","South","Bangalore",8795,260,458,8077,2121,5684,16,"734.76","5934656.52",6,"2024-05-14","INV843963","30898.88","Low Stock","null","Rack-78","2024-09-15","Stock level: 8795 units, Supplier rating: 2.11"
"INV00000827","2024-11-27",2024,5,"PART000078","Part 78","PC161543","Subassembly","Essential component Part 78","SUP0048","Supplier 48","Pune","India","2.95","WH08","Warehouse 8","East","Pune",41228,33766,186,7276,3812,6265,42,"952.99","6933955.24",5,"2024-07-25","INV367274","12637.58","Out of Stock","null","Rack-83","2024-06-01","Stock level: 41228 units, Supplier rating: 2.95"
"INV00000828","2024-07-11",2024,3,"PART000079","Part 79","PC926345","Tool","Essential component Part 79","SUP0049","Supplier 49","Hyderabad","India","3.52","WH09","Warehouse 9","West","Hyderabad",47591,29683,119,17789,2116,3129,46,"858.79","15277015.31",33,"2024-06-03","INV407793","94985.69","Discontinued","null","Rack-39","2024-04-22","Stock level: 47591 units, Supplier rating: 3.52"
"INV00000829","2024-05-06",2024,3,"PART000080","Part 80","PC143603","Packaging","Essential component Part 80","SUP0050","Supplier 50","Chennai","India","3.27","WH10","Warehouse 10","Central","Chennai",18052,4169,57,13826,4241,18513,51,"229.94","3179150.44",17,"2024-06-13","INV217770","62173.18","On Order","null","Rack-65","2024-06-04","Stock level: 18052 units, Supplier rating: 3.27"
"INV00000830","2024-10-20",2024,1,"PART000081","Part 81","PC969919","Raw Material","Essential component Part 81","SUP0051","Supplier 51","Kolkata","India","3.11","WH01","Warehouse 1","North","Kolkata",15125,7661,40,7424,1228,10692,28,"688.45","5111052.8",6,"2024-03-16","INV724172","81908.24","Available","null","Rack-29","2024-02-10","Stock level: 15125 units, Supplier rating: 3.11"
"INV00000831","2024-06-09",2024,11,"PART000082","Part 82","PC617240","Component","Essential component Part 82","SUP0052","Supplier 52","Jaipur","India","2.79","WH02","Warehouse 2","South","Jaipur",23418,19459,355,3604,3050,4023,10,"487.3","1756229.2",56,"2024-04-21","INV554322","13016","Low Stock","null","Rack-63","2024-04-11","Stock level: 23418 units, Supplier rating: 2.79"
"INV00000832","2024-06-21",2024,2,"PART000083","Part 83","PC622240","Subassembly","Essential component Part 83","SUP0053","Supplier 53","Mumbai","India","2.56","WH03","Warehouse 3","East","Mumbai",11961,9443,434,2084,300,9595,53,"124.91","260312.44",68,"2024-08-04","INV777731","41951.56","Out of Stock","2025-06-12","Rack-74","2024-11-03","Stock level: 11961 units, Supplier rating: 2.56"
"INV00000833","2024-09-20",2024,12,"PART000084","Part 84","PC702838","Tool","Essential component Part 84","SUP0054","Supplier 54","Delhi","India","3.02","WH04","Warehouse 4","West","Delhi",33943,17956,204,15783,3122,3036,52,"648.5","10235275.5",69,"2024-06-22","INV530331","53950.35","Discontinued","null","Rack-54","2024-02-20","Stock level: 33943 units, Supplier rating: 3.02"
"INV00000834","2024-12-24",2024,11,"PART000085","Part 85","PC125070","Packaging","Essential component Part 85","SUP0055","Supplier 55","Bangalore","India","3.23","WH05","Warehouse 5","Central","Bangalore",34870,21803,21,13046,3175,16328,45,"145.84","1902628.64",90,"2024-09-24","INV933959","75745.21","On Order","null","Rack-68","2024-01-23","Stock level: 34870 units, Supplier rating: 3.23"
"INV00000835","2024-03-05",2024,7,"PART000086","Part 86","PC693225","Raw Material","Essential component Part 86","SUP0056","Supplier 56","Pune","India","4.49","WH06","Warehouse 6","North","Pune",4605,4327,175,103,794,12267,30,"116.8","12030.4",16,"2024-07-02","INV369163","53270.05","Available","2025-05-27","Rack-78","2024-06-25","Stock level: 4605 units, Supplier rating: 4.49"
"INV00000836","2024-11-28",2024,4,"PART000087","Part 87","PC735353","Component","Essential component Part 87","SUP0057","Supplier 57","Hyderabad","India","4.56","WH07","Warehouse 7","South","Hyderabad",21587,4098,292,17197,1788,18659,10,"750.56","12907380.32",27,"2024-12-06","INV223749","28230.57","Low Stock","null","Rack-60","2024-12-08","Stock level: 21587 units, Supplier rating: 4.56"
"INV00000837","2024-08-06",2024,12,"PART000088","Part 88","PC567324","Subassembly","Essential component Part 88","SUP0058","Supplier 58","Chennai","India","2.77","WH08","Warehouse 8","East","Chennai",9527,8441,103,983,3693,12766,23,"659.36","648150.88",28,"2024-07-25","INV461910","4530.44","Out of Stock","2025-06-19","Rack-90","2024-12-16","Stock level: 9527 units, Supplier rating: 2.77"
