"log_id","log_date","log_time","year","month","machine_id","machine_name","machine_model","machine_type","manufacturer","factory_id","factory_name","assembly_line_id","assembly_line_name","temperature","humidity","pressure","vibration","rpm","power","status","health_score","maintenance_alert","efficiency","uptime","downtime","idletime","production_count","errorcode","error_code","last_maintenance_date","next_maintenance_date"
"LOG00000618","2024-08-27","10:52:36",2024,11,"MACH00019","Machine 19","MODEL-7846","Conveyor","Fanuc","FAC03","Factory 3","LINE019","Assembly Line 19","72.1","56.2","0.66","36.34",3466,"42.09","Error","79.32","No","86.12",24,12,9,2064,"E001","Error condition E001","2024-05-26","2024-05-17"
"LOG00000619","2024-07-06","16:55:17",2024,12,"MACH00020","Machine 20","MODEL-6056","Robot Arm","KUKA","FAC04","Factory 4","LINE020","Assembly Line 20","27.1","39.3","1.62","48.14",2501,"38.85","Stopped","64.93","Yes","66.56",18,10,0,7138,"E002","Error condition E002","2024-09-15","2024-12-25"
"LOG00000620","2024-11-24","12:47:20",2024,5,"MACH00021","Machine 21","MODEL-3020","Welder","Bosch","FAC05","Factory 5","LINE021","Assembly Line 21","70.2","78.4","4.74","21.32",3913,"13.48","Running","68.44","Yes","62.57",19,18,18,3520,"E003","Error condition E003","2024-09-20","2024-08-19"
"LOG00000621","2024-09-28","16:34:28",2024,5,"MACH00022","Machine 22","MODEL-1196","Drill","Mitsubishi","FAC06","Factory 6","LINE022","Assembly Line 22","74.3","32.3","7.86","14.22",9201,"2.93","Idle","52.8","Yes","81.47",0,13,19,4860,"E004","Error condition E004","2024-11-28","2024-01-13"
"LOG00000622","2024-04-19","01:14:28",2024,6,"MACH00023","Machine 23","MODEL-5434","Lathe","Yaskawa","FAC07","Factory 7","LINE023","Assembly Line 23","22","44.9","4.23","14.78",4105,"3.3","Maintenance","59.19","Yes","76.31",8,4,4,9329,"E005","Error condition E005","2024-03-04","2024-02-10"
"LOG00000623","2024-02-21","01:48:45",2024,10,"MACH00024","Machine 24","MODEL-4166","Compressor","Omron","FAC08","Factory 8","LINE024","Assembly Line 24","26.5","78","9.39","16.06",7658,"34.48","Error","63.83","Yes","84.13",14,14,14,5164,"None","No errors","2024-05-10","2024-04-13"
"LOG00000624","2024-02-05","07:03:02",2024,9,"MACH00025","Machine 25","MODEL-1213","CNC Machine","Siemens","FAC01","Factory 1","LINE025","Assembly Line 25","57.1","43.8","9.08","39.73",8969,"33.02","Stopped","67.71","Yes","97.77",24,6,0,7594,"E001","Error condition E001","2024-09-05","2024-08-08"
"LOG00000625","2024-10-25","01:54:41",2024,2,"MACH00026","Machine 26","MODEL-1250","Hydraulic Press","ABB","FAC02","Factory 2","LINE026","Assembly Line 26","41.8","69.4","8.56","18.63",1734,"0.71","Running","52.48","Yes","76.57",6,16,4,5792,"E002","Error condition E002","2024-04-06","2024-10-18"
"LOG00000626","2024-08-04","16:03:29",2024,12,"MACH00027","Machine 27","MODEL-8865","Conveyor","Fanuc","FAC03","Factory 3","LINE027","Assembly Line 27","51.2","69.2","5.17","0.76",5816,"48.64","Idle","75.06","No","66.29",14,20,20,9476,"E003","Error condition E003","2024-03-07","2024-12-04"
"LOG00000627","2024-12-06","00:07:40",2024,11,"MACH00028","Machine 28","MODEL-9051","Robot Arm","KUKA","FAC04","Factory 4","LINE028","Assembly Line 28","43.5","54.8","4.39","30.42",2445,"39.94","Maintenance","76.22","No","74.35",15,16,15,1612,"E004","Error condition E004","2024-07-12","2024-10-10"
"LOG00000628","2024-10-09","00:08:37",2024,4,"MACH00029","Machine 29","MODEL-2736","Welder","Bosch","FAC05","Factory 5","LINE029","Assembly Line 29","40.3","69.6","8.96","42.57",4018,"30.76","Error","91.52","No","70.44",10,19,19,4345,"E005","Error condition E005","2024-09-01","2024-11-11"
"LOG00000629","2024-12-16","19:23:25",2024,8,"MACH00030","Machine 30","MODEL-3417","Drill","Mitsubishi","FAC06","Factory 6","LINE030","Assembly Line 30","60.8","37.6","8.44","8.6",6333,"5.25","Stopped","81.16","No","81.77",21,24,8,9682,"None","No errors","2024-04-03","2024-12-19"
"LOG00000630","2024-07-16","06:56:32",2024,11,"MACH00031","Machine 31","MODEL-8144","Lathe","Yaskawa","FAC07","Factory 7","LINE001","Assembly Line 1","45.9","60","6.17","44.03",9530,"28.5","Running","52.82","Yes","93.63",17,20,16,3787,"E001","Error condition E001","2024-01-11","2024-08-04"
"LOG00000631","2024-04-02","23:27:59",2024,10,"MACH00032","Machine 32","MODEL-2198","Compressor","Omron","FAC08","Factory 8","LINE002","Assembly Line 2","66","77.5","3.65","25.58",6775,"26.5","Idle","71.29","No","65.22",19,9,0,2234,"E002","Error condition E002","2024-09-18","2024-01-07"
"LOG00000632","2024-11-06","23:18:18",2024,5,"MACH00033","Machine 33","MODEL-6648","CNC Machine","Siemens","FAC01","Factory 1","LINE003","Assembly Line 3","25.5","65.5","8.19","20.71",1652,"25.32","Maintenance","94.11","No","87.29",23,18,6,8874,"E003","Error condition E003","2024-06-13","2024-12-03"
"LOG00000633","2024-05-22","22:43:58",2024,3,"MACH00034","Machine 34","MODEL-3820","Hydraulic Press","ABB","FAC02","Factory 2","LINE004","Assembly Line 4","56.9","43.8","3.11","40.03",5079,"14.14","Error","68.92","Yes","75.83",1,7,8,6965,"E004","Error condition E004","2024-02-06","2024-07-12"
"LOG00000634","2024-08-05","10:54:15",2024,11,"MACH00035","Machine 35","MODEL-4289","Conveyor","Fanuc","FAC03","Factory 3","LINE005","Assembly Line 5","27.6","38.8","0.72","12.03",6257,"11.16","Stopped","70.49","No","75.51",10,11,20,4251,"E005","Error condition E005","2024-02-12","2024-11-23"
"LOG00000635","2024-06-05","16:14:05",2024,10,"MACH00036","Machine 36","MODEL-5045","Robot Arm","KUKA","FAC04","Factory 4","LINE006","Assembly Line 6","76.6","35.3","8.76","28.65",375,"41.29","Running","60.65","Yes","68.21",4,16,16,9454,"None","No errors","2024-04-09","2024-05-28"
"LOG00000636","2024-10-08","14:58:16",2024,1,"MACH00037","Machine 37","MODEL-6207","Welder","Bosch","FAC05","Factory 5","LINE007","Assembly Line 7","41.3","57.3","3.61","48.09",1202,"16.53","Idle","62.01","Yes","91.5",15,14,7,704,"E001","Error condition E001","2024-09-22","2024-12-02"
"LOG00000637","2024-09-24","20:41:41",2024,7,"MACH00038","Machine 38","MODEL-7393","Drill","Mitsubishi","FAC06","Factory 6","LINE008","Assembly Line 8","56.4","44.1","4.59","17.86",2238,"11.19","Maintenance","90.27","No","65.86",8,8,7,6262,"E002","Error condition E002","2024-03-08","2024-06-17"
"LOG00000638","2024-03-09","17:21:03",2024,2,"MACH00039","Machine 39","MODEL-9414","Lathe","Yaskawa","FAC07","Factory 7","LINE009","Assembly Line 9","33.3","60.7","5.53","38.87",8950,"12.41","Error","79.56","No","84.13",22,13,16,4453,"E003","Error condition E003","2024-02-09","2024-04-13"
"LOG00000639","2024-04-09","03:03:12",2024,9,"MACH00040","Machine 40","MODEL-9552","Compressor","Omron","FAC08","Factory 8","LINE010","Assembly Line 10","68.3","40.6","3.96","9.14",6412,"0.79","Stopped","61.4","Yes","62.87",5,0,2,1541,"E004","Error condition E004","2024-04-19","2024-02-18"
"LOG00000640","2024-11-01","06:24:57",2024,12,"MACH00041","Machine 41","MODEL-8858","CNC Machine","Siemens","FAC01","Factory 1","LINE011","Assembly Line 11","74.9","45.8","9.26","2.93",1585,"33.33","Running","89","No","70.47",17,12,7,6034,"E005","Error condition E005","2024-08-13","2024-10-14"
"LOG00000641","2024-09-03","22:50:08",2024,12,"MACH00042","Machine 42","MODEL-3608","Hydraulic Press","ABB","FAC02","Factory 2","LINE012","Assembly Line 12","48","75.8","2.62","16.13",6969,"15.75","Idle","51.18","Yes","79.39",24,15,19,7834,"None","No errors","2024-02-02","2024-02-12"
"LOG00000642","2024-03-04","05:31:16",2024,8,"MACH00043","Machine 43","MODEL-2078","Conveyor","Fanuc","FAC03","Factory 3","LINE013","Assembly Line 13","76","61.3","2.11","12.75",3542,"26.31","Maintenance","53.27","Yes","69.57",13,20,16,4830,"E001","Error condition E001","2024-10-28","2024-12-13"
"LOG00000643","2024-08-17","07:22:58",2024,4,"MACH00044","Machine 44","MODEL-4805","Robot Arm","KUKA","FAC04","Factory 4","LINE014","Assembly Line 14","25.9","38.1","5.56","0.48",2557,"44.76","Error","64.34","Yes","86.37",12,17,19,5285,"E002","Error condition E002","2024-02-25","2024-04-25"
"LOG00000644","2024-08-08","19:28:45",2024,12,"MACH00045","Machine 45","MODEL-6742","Welder","Bosch","FAC05","Factory 5","LINE015","Assembly Line 15","58.8","57","4.31","34.33",570,"17.98","Stopped","99.61","No","63.77",8,23,23,4930,"E003","Error condition E003","2024-08-11","2024-11-09"
"LOG00000645","2024-10-16","16:38:05",2024,3,"MACH00046","Machine 46","MODEL-6454","Drill","Mitsubishi","FAC06","Factory 6","LINE016","Assembly Line 16","27.9","31.4","0.79","30.86",86,"16.05","Running","59.09","Yes","74.06",15,14,10,3526,"E004","Error condition E004","2024-04-06","2024-10-04"
"LOG00000646","2024-02-15","07:46:52",2024,2,"MACH00047","Machine 47","MODEL-8208","Lathe","Yaskawa","FAC07","Factory 7","LINE017","Assembly Line 17","39.5","39.1","9.03","18.8",6799,"21.67","Idle","75.71","No","66.86",5,12,18,425,"E005","Error condition E005","2024-08-14","2024-08-13"
"LOG00000647","2024-09-16","09:34:50",2024,11,"MACH00048","Machine 48","MODEL-9365","Compressor","Omron","FAC08","Factory 8","LINE018","Assembly Line 18","43.1","62","0.79","34.09",4572,"26.66","Maintenance","58.3","Yes","68.86",3,13,11,2864,"None","No errors","2024-12-06","2024-04-07"
"LOG00000648","2024-01-15","06:58:37",2024,5,"MACH00049","Machine 49","MODEL-4727","CNC Machine","Siemens","FAC01","Factory 1","LINE019","Assembly Line 19","32.4","49.6","7.51","24.6",923,"33.37","Error","85.01","No","70.45",15,2,18,5504,"E001","Error condition E001","2024-05-01","2024-01-12"
"LOG00000649","2024-09-05","19:58:21",2024,8,"MACH00050","Machine 50","MODEL-9572","Hydraulic Press","ABB","FAC02","Factory 2","LINE020","Assembly Line 20","37.9","39.7","7.35","12.09",6213,"17.61","Stopped","51.27","Yes","62.26",17,15,13,6740,"E002","Error condition E002","2024-07-19","2024-12-02"
"LOG00000650","2024-11-25","09:37:27",2024,7,"MACH00051","Machine 51","MODEL-9146","Conveyor","Fanuc","FAC03","Factory 3","LINE021","Assembly Line 21","28.6","45.8","3.68","39.44",9220,"16.97","Running","63.07","Yes","76.03",17,16,8,2292,"E003","Error condition E003","2024-05-25","2024-03-24"
"LOG00000651","2024-12-16","07:02:11",2024,1,"MACH00052","Machine 52","MODEL-6234","Robot Arm","KUKA","FAC04","Factory 4","LINE022","Assembly Line 22","42.2","41.7","7.76","7.34",8584,"33.57","Idle","88.31","No","94.81",15,3,2,619,"E004","Error condition E004","2024-10-17","2024-05-10"
"LOG00000652","2024-10-03","17:46:27",2024,10,"MACH00053","Machine 53","MODEL-9893","Welder","Bosch","FAC05","Factory 5","LINE023","Assembly Line 23","72","42","2.39","34.12",7396,"21.41","Maintenance","86.24","No","95.1",11,3,16,258,"E005","Error condition E005","2024-05-06","2024-05-25"
"LOG00000653","2024-02-24","09:50:28",2024,7,"MACH00054","Machine 54","MODEL-8311","Drill","Mitsubishi","FAC06","Factory 6","LINE024","Assembly Line 24","42.3","63.9","1.94","28.04",4692,"32.23","Error","56.72","Yes","93.52",9,2,15,7778,"None","No errors","2024-07-03","2024-05-21"
"LOG00000654","2024-01-01","09:47:06",2024,6,"MACH00055","Machine 55","MODEL-9377","Lathe","Yaskawa","FAC07","Factory 7","LINE025","Assembly Line 25","70.5","55.7","7.42","7.66",6207,"48.85","Stopped","90.92","No","97.47",17,1,1,7335,"E001","Error condition E001","2024-03-18","2024-02-19"
"LOG00000655","2024-06-04","14:25:32",2024,4,"MACH00056","Machine 56","MODEL-7890","Compressor","Omron","FAC08","Factory 8","LINE026","Assembly Line 26","25.8","64.1","8.99","45.21",717,"6.8","Running","55.79","Yes","91.72",23,10,20,1544,"E002","Error condition E002","2024-03-21","2024-03-10"
"LOG00000656","2024-07-23","19:00:31",2024,7,"MACH00057","Machine 57","MODEL-6508","CNC Machine","Siemens","FAC01","Factory 1","LINE027","Assembly Line 27","29.8","40.8","8.99","6.93",1239,"35.53","Idle","65.21","Yes","82.77",18,11,12,2832,"E003","Error condition E003","2024-08-04","2024-01-14"
"LOG00000657","2024-01-10","22:41:02",2024,3,"MACH00058","Machine 58","MODEL-5025","Hydraulic Press","ABB","FAC02","Factory 2","LINE028","Assembly Line 28","71.1","60.1","9.33","33.76",3962,"22.82","Maintenance","72.37","No","69.08",9,11,16,1478,"E004","Error condition E004","2024-11-09","2024-04-09"
"LOG00000658","2024-09-28","02:31:29",2024,2,"MACH00059","Machine 59","MODEL-5656","Conveyor","Fanuc","FAC03","Factory 3","LINE029","Assembly Line 29","29.2","37","4.14","21.76",7239,"30.71","Error","57.77","Yes","70.34",7,23,0,2088,"E005","Error condition E005","2024-07-23","2024-11-20"
"LOG00000659","2024-09-12","08:32:36",2024,2,"MACH00060","Machine 60","MODEL-6389","Robot Arm","KUKA","FAC04","Factory 4","LINE030","Assembly Line 30","76.3","68.8","6.86","26.27",2650,"27.38","Stopped","70.42","No","94.47",1,5,4,7415,"None","No errors","2024-11-08","2024-04-23"
"LOG00000660","2024-12-26","18:01:20",2024,9,"MACH00061","Machine 61","MODEL-9920","Welder","Bosch","FAC05","Factory 5","LINE001","Assembly Line 1","32","61.6","3.58","4.76",1122,"35.88","Running","57.48","Yes","66.88",2,16,4,8924,"E001","Error condition E001","2024-02-15","2024-07-03"
"LOG00000661","2024-05-27","12:10:41",2024,3,"MACH00062","Machine 62","MODEL-8049","Drill","Mitsubishi","FAC06","Factory 6","LINE002","Assembly Line 2","52.8","47.9","7.47","3.36",1753,"28.12","Idle","78.72","No","95.73",11,19,3,961,"E002","Error condition E002","2024-02-14","2024-08-18"
"LOG00000662","2024-07-04","12:04:27",2024,4,"MACH00063","Machine 63","MODEL-3054","Lathe","Yaskawa","FAC07","Factory 7","LINE003","Assembly Line 3","38.7","72.9","0.71","27.53",5697,"2.68","Maintenance","72.19","No","93.11",19,23,21,4575,"E003","Error condition E003","2024-04-07","2024-06-05"
"LOG00000663","2024-09-06","07:06:24",2024,1,"MACH00064","Machine 64","MODEL-2250","Compressor","Omron","FAC08","Factory 8","LINE004","Assembly Line 4","48.4","66.9","7.42","15.22",6926,"3.59","Error","86.65","No","95.49",13,6,12,482,"E004","Error condition E004","2024-04-02","2024-06-06"
"LOG00000664","2024-11-22","16:32:14",2024,12,"MACH00065","Machine 65","MODEL-7706","CNC Machine","Siemens","FAC01","Factory 1","LINE005","Assembly Line 5","32.5","59.9","8.75","19.66",4475,"40.17","Stopped","52.14","Yes","87.71",9,24,13,8020,"E005","Error condition E005","2024-11-02","2024-09-17"
"LOG00000665","2024-10-21","14:14:04",2024,2,"MACH00066","Machine 66","MODEL-7831","Hydraulic Press","ABB","FAC02","Factory 2","LINE006","Assembly Line 6","40.4","78.2","4.96","16.74",2034,"41.63","Running","94.4","No","65.02",19,23,0,245,"None","No errors","2024-11-26","2024-02-28"
"LOG00000666","2024-09-26","12:32:52",2024,3,"MACH00067","Machine 67","MODEL-4492","Conveyor","Fanuc","FAC03","Factory 3","LINE007","Assembly Line 7","73.8","44.5","0.71","19.12",4717,"1.12","Idle","84.72","No","87.01",0,24,22,8286,"E001","Error condition E001","2024-03-02","2024-11-22"
"LOG00000667","2024-10-21","10:19:21",2024,2,"MACH00068","Machine 68","MODEL-9529","Robot Arm","KUKA","FAC04","Factory 4","LINE008","Assembly Line 8","35.5","63.8","8.51","33.84",1619,"30.04","Maintenance","79.08","No","60.13",13,3,16,7704,"E002","Error condition E002","2024-12-25","2024-12-18"
"LOG00000668","2024-09-21","12:27:24",2024,4,"MACH00069","Machine 69","MODEL-2007","Welder","Bosch","FAC05","Factory 5","LINE009","Assembly Line 9","25.2","45.9","3.02","14.94",6981,"25.88","Error","51.82","Yes","64.34",23,14,18,8860,"E003","Error condition E003","2024-07-20","2024-01-25"
"LOG00000669","2024-01-15","23:11:42",2024,8,"MACH00070","Machine 70","MODEL-4948","Drill","Mitsubishi","FAC06","Factory 6","LINE010","Assembly Line 10","47.8","57.3","5.99","19.57",2023,"41.57","Stopped","97.4","No","93.9",13,11,0,5774,"E004","Error condition E004","2024-05-12","2024-02-06"
"LOG00000670","2024-09-12","03:57:22",2024,7,"MACH00071","Machine 71","MODEL-3461","Lathe","Yaskawa","FAC07","Factory 7","LINE011","Assembly Line 11","43.4","64.9","3.89","22.2",3229,"9.38","Running","92.59","No","99.96",9,10,24,9685,"E005","Error condition E005","2024-09-25","2024-01-10"
"LOG00000671","2024-08-15","03:59:47",2024,7,"MACH00072","Machine 72","MODEL-6004","Compressor","Omron","FAC08","Factory 8","LINE012","Assembly Line 12","60.7","50.1","1.91","33.86",3532,"11.32","Idle","75.91","No","66.98",23,3,16,7665,"None","No errors","2024-12-17","2024-10-15"
"LOG00000672","2024-09-02","09:45:14",2024,2,"MACH00073","Machine 73","MODEL-6046","CNC Machine","Siemens","FAC01","Factory 1","LINE013","Assembly Line 13","24.1","50.5","3.2","23.2",267,"47.28","Maintenance","85.86","No","94.63",9,23,0,3831,"E001","Error condition E001","2024-04-24","2024-12-14"
"LOG00000673","2024-04-12","20:55:44",2024,10,"MACH00074","Machine 74","MODEL-6282","Hydraulic Press","ABB","FAC02","Factory 2","LINE014","Assembly Line 14","24.3","37.6","4.97","31.73",8710,"26.06","Error","77.68","No","68.64",4,9,14,7615,"E002","Error condition E002","2024-12-19","2024-02-15"
"LOG00000674","2024-12-14","12:30:25",2024,7,"MACH00075","Machine 75","MODEL-2816","Conveyor","Fanuc","FAC03","Factory 3","LINE015","Assembly Line 15","35.3","40.4","5.34","33.67",6757,"23.64","Stopped","89.45","No","61.86",4,23,14,3851,"E003","Error condition E003","2024-09-20","2024-11-26"
"LOG00000675","2024-02-28","05:06:40",2024,8,"MACH00076","Machine 76","MODEL-9245","Robot Arm","KUKA","FAC04","Factory 4","LINE016","Assembly Line 16","64.7","37.2","4.72","17.31",1365,"21.22","Running","84.6","No","70.6",5,19,17,6905,"E004","Error condition E004","2024-04-07","2024-11-25"
"LOG00000676","2024-11-24","13:45:05",2024,10,"MACH00077","Machine 77","MODEL-1970","Welder","Bosch","FAC05","Factory 5","LINE017","Assembly Line 17","27.4","68.6","9.64","36.34",6211,"39.85","Idle","78","No","94.26",1,24,6,1060,"E005","Error condition E005","2024-06-17","2024-01-19"
"LOG00000677","2024-07-23","14:48:00",2024,1,"MACH00078","Machine 78","MODEL-2984","Drill","Mitsubishi","FAC06","Factory 6","LINE018","Assembly Line 18","67.4","37.2","8.36","33.86",3341,"27.09","Maintenance","95.99","No","88.25",0,8,22,4257,"None","No errors","2024-05-13","2024-05-24"
"LOG00000678","2024-01-08","18:42:42",2024,7,"MACH00079","Machine 79","MODEL-5721","Lathe","Yaskawa","FAC07","Factory 7","LINE019","Assembly Line 19","79.6","66.8","6.88","32.86",1959,"25.94","Error","69.9","Yes","92.92",20,24,19,305,"E001","Error condition E001","2024-12-16","2024-08-02"
"LOG00000679","2024-01-10","06:44:24",2024,7,"MACH00080","Machine 80","MODEL-9156","Compressor","Omron","FAC08","Factory 8","LINE020","Assembly Line 20","40","79.9","1.22","17.06",832,"27.17","Stopped","59.81","Yes","71.45",18,0,20,3411,"E002","Error condition E002","2024-08-04","2024-10-08"
"LOG00000680","2024-04-25","10:13:11",2024,12,"MACH00081","Machine 81","MODEL-3263","CNC Machine","Siemens","FAC01","Factory 1","LINE021","Assembly Line 21","59.9","77.5","9.99","34.39",7284,"49.74","Running","51.63","Yes","67.85",19,19,19,1606,"E003","Error condition E003","2024-08-10","2024-02-25"
"LOG00000681","2024-03-15","14:49:44",2024,11,"MACH00082","Machine 82","MODEL-5644","Hydraulic Press","ABB","FAC02","Factory 2","LINE022","Assembly Line 22","73.1","59.3","8.74","15.59",1414,"19.03","Idle","61","Yes","92.31",15,8,21,8153,"E004","Error condition E004","2024-11-07","2024-12-11"
"LOG00000682","2024-10-10","08:47:03",2024,7,"MACH00083","Machine 83","MODEL-5105","Conveyor","Fanuc","FAC03","Factory 3","LINE023","Assembly Line 23","76.9","36.7","8.65","38.45",9854,"29.49","Maintenance","90.97","No","95.96",16,6,24,3065,"E005","Error condition E005","2024-04-07","2024-09-23"
"LOG00000683","2024-09-28","18:34:00",2024,6,"MACH00084","Machine 84","MODEL-4591","Robot Arm","KUKA","FAC04","Factory 4","LINE024","Assembly Line 24","39.7","62","4.51","0.86",5490,"24.24","Error","60.38","Yes","84.06",20,18,9,8351,"None","No errors","2024-03-14","2024-09-24"
"LOG00000684","2024-11-03","21:27:05",2024,10,"MACH00085","Machine 85","MODEL-4303","Welder","Bosch","FAC05","Factory 5","LINE025","Assembly Line 25","56.3","39.2","3.21","34.68",8265,"7.75","Stopped","70.9","No","72.59",23,7,10,6650,"E001","Error condition E001","2024-05-12","2024-04-25"
"LOG00000685","2024-12-23","07:22:29",2024,2,"MACH00086","Machine 86","MODEL-5249","Drill","Mitsubishi","FAC06","Factory 6","LINE026","Assembly Line 26","23.3","66.7","2.45","15.11",7943,"6.08","Running","69.95","Yes","98.98",6,12,20,8635,"E002","Error condition E002","2024-11-05","2024-02-14"
"LOG00000686","2024-02-24","06:27:24",2024,2,"MACH00087","Machine 87","MODEL-5433","Lathe","Yaskawa","FAC07","Factory 7","LINE027","Assembly Line 27","57.5","58.1","0.54","36.03",4772,"8.63","Idle","89.96","No","92.39",22,2,23,6145,"E003","Error condition E003","2024-04-12","2024-01-19"
"LOG00000687","2024-10-24","17:56:08",2024,1,"MACH00088","Machine 88","MODEL-8540","Compressor","Omron","FAC08","Factory 8","LINE028","Assembly Line 28","51.6","59","1.07","10.93",5071,"15.71","Maintenance","51.37","Yes","92.36",13,19,8,6250,"E004","Error condition E004","2024-12-01","2024-11-26"
"LOG00000688","2024-11-27","13:59:36",2024,12,"MACH00089","Machine 89","MODEL-3454","CNC Machine","Siemens","FAC01","Factory 1","LINE029","Assembly Line 29","31.7","53.4","1.47","23.09",7342,"0.06","Error","94.54","No","81.15",22,7,20,2125,"E005","Error condition E005","2024-11-20","2024-12-18"
"LOG00000689","2024-11-10","17:41:41",2024,12,"MACH00090","Machine 90","MODEL-5766","Hydraulic Press","ABB","FAC02","Factory 2","LINE030","Assembly Line 30","40.4","47.5","6.91","46.77",3178,"38.15","Stopped","66.81","Yes","83.5",24,14,22,6048,"None","No errors","2024-11-12","2024-10-22"
"LOG00000690","2024-01-08","20:09:38",2024,9,"MACH00091","Machine 91","MODEL-6868","Conveyor","Fanuc","FAC03","Factory 3","LINE001","Assembly Line 1","59.3","62.4","0.6","47.82",4973,"7.13","Running","53","Yes","80.57",13,2,14,3306,"E001","Error condition E001","2024-06-26","2024-04-07"
"LOG00000691","2024-09-08","14:00:43",2024,11,"MACH00092","Machine 92","MODEL-6922","Robot Arm","KUKA","FAC04","Factory 4","LINE002","Assembly Line 2","41.6","54","4.01","9.99",5500,"24.71","Idle","81.25","No","87.94",7,6,3,1069,"E002","Error condition E002","2024-07-17","2024-12-02"
"LOG00000692","2024-02-11","20:45:58",2024,9,"MACH00093","Machine 93","MODEL-1324","Welder","Bosch","FAC05","Factory 5","LINE003","Assembly Line 3","29.3","50.1","3.69","15.36",5671,"36.32","Maintenance","71.81","No","93.08",8,20,15,5595,"E003","Error condition E003","2024-08-02","2024-08-26"
"LOG00000693","2024-06-15","10:26:06",2024,11,"MACH00094","Machine 94","MODEL-8780","Drill","Mitsubishi","FAC06","Factory 6","LINE004","Assembly Line 4","42.8","44.6","8.31","24.89",7657,"28.61","Error","64.43","Yes","89.27",2,0,23,738,"E004","Error condition E004","2024-08-19","2024-03-16"
"LOG00000694","2024-06-21","05:50:54",2024,5,"MACH00095","Machine 95","MODEL-1429","Lathe","Yaskawa","FAC07","Factory 7","LINE005","Assembly Line 5","29.7","55.7","7.44","22.8",609,"20.67","Stopped","96.12","No","97.18",2,17,18,7831,"E005","Error condition E005","2024-09-01","2024-07-17"
"LOG00000695","2024-06-27","18:54:44",2024,5,"MACH00096","Machine 96","MODEL-8153","Compressor","Omron","FAC08","Factory 8","LINE006","Assembly Line 6","42.7","67.8","3.94","2.82",4420,"46.39","Running","91.16","No","93.64",9,23,17,2699,"None","No errors","2024-01-27","2024-08-13"
"LOG00000696","2024-11-27","08:11:25",2024,2,"MACH00097","Machine 97","MODEL-2440","CNC Machine","Siemens","FAC01","Factory 1","LINE007","Assembly Line 7","41","79.3","4.03","11.04",5003,"20.96","Idle","50.86","Yes","66.25",19,17,15,8984,"E001","Error condition E001","2024-07-26","2024-05-09"
"LOG00000697","2024-03-17","19:17:56",2024,4,"MACH00098","Machine 98","MODEL-3681","Hydraulic Press","ABB","FAC02","Factory 2","LINE008","Assembly Line 8","62.5","74.6","3.7","19",2452,"25.58","Maintenance","90.56","No","62.39",17,13,13,6804,"E002","Error condition E002","2024-02-18","2024-08-03"
"LOG00000698","2024-03-06","21:16:58",2024,4,"MACH00099","Machine 99","MODEL-2576","Conveyor","Fanuc","FAC03","Factory 3","LINE009","Assembly Line 9","26.4","52.8","9.02","28.37",8362,"40.78","Error","62.42","Yes","90.9",11,18,8,3155,"E003","Error condition E003","2024-06-28","2024-11-11"
"LOG00000699","2024-04-14","02:10:39",2024,1,"MACH00100","Machine 100","MODEL-2535","Robot Arm","KUKA","FAC04","Factory 4","LINE010","Assembly Line 10","78.5","63.1","6.84","22.21",5435,"40.21","Stopped","82.67","No","89.11",21,1,7,3098,"E004","Error condition E004","2024-09-22","2024-12-02"
"LOG00000700","2024-11-05","04:58:17",2024,7,"MACH00001","Machine 1","MODEL-2939","Welder","Bosch","FAC05","Factory 5","LINE011","Assembly Line 11","68.3","46.5","7.49","39.06",3150,"10","Running","58.16","Yes","93.1",1,5,11,533,"E005","Error condition E005","2024-09-08","2024-05-23"
"LOG00000701","2024-10-28","02:36:40",2024,8,"MACH00002","Machine 2","MODEL-7364","Drill","Mitsubishi","FAC06","Factory 6","LINE012","Assembly Line 12","34.3","69.8","5.3","16.47",5400,"0.9","Idle","82.51","No","66.98",22,9,19,3294,"None","No errors","2024-05-14","2024-07-16"
"LOG00000702","2024-04-15","18:36:06",2024,1,"MACH00003","Machine 3","MODEL-8369","Lathe","Yaskawa","FAC07","Factory 7","LINE013","Assembly Line 13","69.8","79.2","2.13","40.93",7252,"12.54","Maintenance","57.56","Yes","63.71",3,2,24,6551,"E001","Error condition E001","2024-10-22","2024-04-21"
"LOG00000703","2024-09-17","08:53:14",2024,11,"MACH00004","Machine 4","MODEL-4582","Compressor","Omron","FAC08","Factory 8","LINE014","Assembly Line 14","53.7","55.7","4.31","40.09",7843,"9.03","Error","98.9","No","66.17",12,13,1,2377,"E002","Error condition E002","2024-04-01","2024-12-07"
"LOG00000704","2024-07-16","06:15:05",2024,8,"MACH00005","Machine 5","MODEL-3067","CNC Machine","Siemens","FAC01","Factory 1","LINE015","Assembly Line 15","32.3","73.3","2.09","0.49",6965,"41.32","Stopped","76.35","No","81.06",9,5,13,7704,"E003","Error condition E003","2024-11-13","2024-03-16"
"LOG00000705","2024-03-26","13:13:12",2024,2,"MACH00006","Machine 6","MODEL-2448","Hydraulic Press","ABB","FAC02","Factory 2","LINE016","Assembly Line 16","57.1","78.2","1.32","40.47",3715,"17.49","Running","62.01","Yes","63.91",19,24,16,8119,"E004","Error condition E004","2024-02-10","2024-03-09"
