"inspection_id","inspection_date","inspection_time","year","month","order_id","product_id","product_name","batch_number","inspector_id","inspector_name","inspectordepartment","department","factory_id","factory_name","assembly_line_id","assembly_line_name","quantity_inspected","quantity_defective","defect_rate","sample_size","defect_type","defect_code","defect_severity","defect_description","dimension1","dimension2","weight","visual_quality","functional_test","inspection_status","inspection_result","rework_required","approved","approvedby","notes","photopath"
"INSP00000540","2024-01-09","13:04",2024,8,"ORD00000966","PROD000091","Product 91","BATCH00540","INS0041","Inspector 41","Quality Control","QC Department","FAC05","Factory 5","LINE001","Assembly Line 1",4472,5,"0.11",3975,"Missing Part","D005","Critical","Missing Part found in batch","86.25","85.35","41.62","Poor","Fail","Completed","Passed","No","Yes","Supervisor 1","Inspection completed - 0.11% defect rate","null"
"INSP00000541","2024-05-23","12:37",2024,7,"ORD00000790","PROD000092","Product 92","BATCH00541","INS0042","Inspector 42","Quality Control","QC Department","FAC06","Factory 6","LINE002","Assembly Line 2",4177,19,"0.45",270,"Malfunction","D006","Major","Malfunction found in batch","56.98","60.88","16.9","Fair","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 0.45% defect rate","null"
"INSP00000542","2024-09-17","16:20",2024,7,"ORD00000082","PROD000093","Product 93","BATCH00542","INS0043","Inspector 43","Quality Control","QC Department","FAC07","Factory 7","LINE003","Assembly Line 3",7801,75,"0.96",1041,"Dimension Error","D007","Minor","Dimension Error found in batch","63.16","26.09","13.27","Fair","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.96% defect rate","photo_INSP00000542.jpg"
"INSP00000543","2024-06-08","11:48",2024,7,"ORD00000122","PROD000094","Product 94","BATCH00543","INS0044","Inspector 44","Quality Control","QC Department","FAC08","Factory 8","LINE004","Assembly Line 4",9712,33,"0.34",839,"None","D000","Cosmetic","None found in batch","99.53","55.89","5.88","Fair","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.34% defect rate","photo_INSP00000543.jpg"
"INSP00000544","2024-10-24","15:36",2024,9,"ORD00000709","PROD000095","Product 95","BATCH00544","INS0045","Inspector 45","Quality Control","QC Department","FAC01","Factory 1","LINE005","Assembly Line 5",1123,64,"5.7",1034,"Crack","D001","None","Crack found in batch","47.3","26.34","29.62","Fair","Fail","Completed","Passed","No","Yes","Supervisor 5","Inspection completed - 5.7% defect rate","null"
"INSP00000545","2024-07-12","17:05",2024,3,"ORD00000571","PROD000096","Product 96","BATCH00545","INS0046","Inspector 46","Quality Control","QC Department","FAC02","Factory 2","LINE006","Assembly Line 6",7532,43,"0.57",4050,"Dent","D002","Critical","Dent found in batch","72.17","83.7","38.96","Fair","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 0.57% defect rate","photo_INSP00000545.jpg"
"INSP00000546","2024-09-25","16:02",2024,1,"ORD00000494","PROD000097","Product 97","BATCH00546","INS0047","Inspector 47","Quality Control","QC Department","FAC03","Factory 3","LINE007","Assembly Line 7",9982,24,"0.24",972,"Discoloration","D003","Major","Discoloration found in batch","56.23","69.72","10.17","Poor","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.24% defect rate","photo_INSP00000546.jpg"
"INSP00000547","2024-11-28","14:43",2024,7,"ORD00000012","PROD000098","Product 98","BATCH00547","INS0048","Inspector 48","Quality Control","QC Department","FAC04","Factory 4","LINE008","Assembly Line 8",9271,25,"0.27",5971,"Misalignment","D004","Minor","Misalignment found in batch","65.54","89.69","10.6","Good","Fail","On Hold","Pending","No","No","null","Inspection completed - 0.27% defect rate","null"
"INSP00000548","2024-03-20","10:08",2024,8,"ORD00000487","PROD000099","Product 99","BATCH00548","INS0049","Inspector 49","Quality Control","QC Department","FAC05","Factory 5","LINE009","Assembly Line 9",4413,83,"1.88",2644,"Missing Part","D005","Cosmetic","Missing Part found in batch","41.59","49.61","14.43","Fair","Pass","Completed","Passed","No","Yes","Supervisor 9","Inspection completed - 1.88% defect rate","null"
"INSP00000549","2024-02-28","15:24",2024,9,"ORD00000453","PROD000100","Product 100","BATCH00549","INS0050","Inspector 50","Quality Control","QC Department","FAC06","Factory 6","LINE010","Assembly Line 10",6533,73,"1.12",4528,"Malfunction","D006","None","Malfunction found in batch","44.28","96.46","25.79","Good","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 1.12% defect rate","null"
"INSP00000550","2024-12-08","10:54",2024,6,"ORD00000417","PROD000101","Product 101","BATCH00550","INS0001","Inspector 1","Quality Control","QC Department","FAC07","Factory 7","LINE011","Assembly Line 11",1619,92,"5.68",1324,"Dimension Error","D007","Critical","Dimension Error found in batch","33.77","63.2","20.22","Good","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 5.68% defect rate","photo_INSP00000550.jpg"
"INSP00000551","2024-07-19","09:49",2024,5,"ORD00000478","PROD000102","Product 102","BATCH00551","INS0002","Inspector 2","Quality Control","QC Department","FAC08","Factory 8","LINE012","Assembly Line 12",9425,99,"1.05",228,"None","D000","Major","None found in batch","64.85","59.35","36.33","Fair","Fail","On Hold","Pending","No","No","null","Inspection completed - 1.05% defect rate","null"
"INSP00000552","2024-08-14","15:15",2024,7,"ORD00000242","PROD000103","Product 103","BATCH00552","INS0003","Inspector 3","Quality Control","QC Department","FAC01","Factory 1","LINE013","Assembly Line 13",7531,10,"0.13",4114,"Crack","D001","Minor","Crack found in batch","11.89","65.49","19.48","Fair","Fail","Completed","Passed","No","Yes","Supervisor 3","Inspection completed - 0.13% defect rate","null"
"INSP00000553","2024-01-28","15:43",2024,7,"ORD00000327","PROD000104","Product 104","BATCH00553","INS0004","Inspector 4","Quality Control","QC Department","FAC02","Factory 2","LINE014","Assembly Line 14",596,85,"14.26",54,"Dent","D002","Cosmetic","Dent found in batch","97.18","73.36","21.51","Good","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 14.26% defect rate","null"
"INSP00000554","2024-10-03","10:26",2024,8,"ORD00000687","PROD000105","Product 105","BATCH00554","INS0005","Inspector 5","Quality Control","QC Department","FAC03","Factory 3","LINE015","Assembly Line 15",8681,8,"0.09",7573,"Discoloration","D003","None","Discoloration found in batch","14.37","38.59","17.15","Poor","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.09% defect rate","null"
"INSP00000555","2024-11-05","16:01",2024,12,"ORD00000714","PROD000106","Product 106","BATCH00555","INS0006","Inspector 6","Quality Control","QC Department","FAC04","Factory 4","LINE016","Assembly Line 16",3031,92,"3.04",1017,"Misalignment","D004","Critical","Misalignment found in batch","62.26","71.83","31.67","Poor","Pass","On Hold","Pending","No","No","null","Inspection completed - 3.04% defect rate","null"
"INSP00000556","2024-04-05","12:35",2024,2,"ORD00000589","PROD000107","Product 107","BATCH00556","INS0007","Inspector 7","Quality Control","QC Department","FAC05","Factory 5","LINE017","Assembly Line 17",2851,83,"2.91",2736,"Missing Part","D005","Major","Missing Part found in batch","16.12","46.12","43.77","Poor","Pass","Completed","Passed","No","Yes","Supervisor 7","Inspection completed - 2.91% defect rate","photo_INSP00000556.jpg"
"INSP00000557","2024-03-25","13:30",2024,4,"ORD00000055","PROD000108","Product 108","BATCH00557","INS0008","Inspector 8","Quality Control","QC Department","FAC06","Factory 6","LINE018","Assembly Line 18",4286,14,"0.33",1247,"Malfunction","D006","Minor","Malfunction found in batch","63.31","69.09","49.23","Good","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.33% defect rate","photo_INSP00000557.jpg"
"INSP00000558","2024-02-10","11:49",2024,10,"ORD00000544","PROD000109","Product 109","BATCH00558","INS0009","Inspector 9","Quality Control","QC Department","FAC07","Factory 7","LINE019","Assembly Line 19",6922,100,"1.44",5197,"Dimension Error","D007","Cosmetic","Dimension Error found in batch","86.03","21.45","13.99","Poor","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 1.44% defect rate","null"
"INSP00000559","2024-04-24","10:55",2024,1,"ORD00000410","PROD000110","Product 110","BATCH00559","INS0010","Inspector 10","Quality Control","QC Department","FAC08","Factory 8","LINE020","Assembly Line 20",2157,73,"3.38",1595,"None","D000","None","None found in batch","51.03","77.29","35.19","Poor","Pass","On Hold","Pending","No","No","null","Inspection completed - 3.38% defect rate","photo_INSP00000559.jpg"
"INSP00000560","2024-09-04","17:50",2024,9,"ORD00000539","PROD000111","Product 111","BATCH00560","INS0011","Inspector 11","Quality Control","QC Department","FAC01","Factory 1","LINE021","Assembly Line 21",7288,7,"0.1",5028,"Crack","D001","Critical","Crack found in batch","54.28","24.21","10.13","Good","Fail","Completed","Passed","No","Yes","Supervisor 1","Inspection completed - 0.1% defect rate","null"
"INSP00000561","2024-10-19","14:43",2024,5,"ORD00000753","PROD000112","Product 112","BATCH00561","INS0012","Inspector 12","Quality Control","QC Department","FAC02","Factory 2","LINE022","Assembly Line 22",1951,5,"0.26",887,"Dent","D002","Major","Dent found in batch","23.19","38.77","26.42","Poor","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.26% defect rate","photo_INSP00000561.jpg"
"INSP00000562","2024-04-15","15:08",2024,8,"ORD00000819","PROD000113","Product 113","BATCH00562","INS0013","Inspector 13","Quality Control","QC Department","FAC03","Factory 3","LINE023","Assembly Line 23",8195,4,"0.05",4194,"Discoloration","D003","Minor","Discoloration found in batch","63","39.11","41.26","Good","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.05% defect rate","photo_INSP00000562.jpg"
"INSP00000563","2024-02-16","15:23",2024,3,"ORD00000581","PROD000114","Product 114","BATCH00563","INS0014","Inspector 14","Quality Control","QC Department","FAC04","Factory 4","LINE024","Assembly Line 24",5203,23,"0.44",2729,"Misalignment","D004","Cosmetic","Misalignment found in batch","17.12","59.96","45.79","Good","Fail","On Hold","Pending","No","No","null","Inspection completed - 0.44% defect rate","null"
"INSP00000564","2024-10-09","11:02",2024,4,"ORD00000947","PROD000115","Product 115","BATCH00564","INS0015","Inspector 15","Quality Control","QC Department","FAC05","Factory 5","LINE025","Assembly Line 25",7603,33,"0.43",1202,"Missing Part","D005","None","Missing Part found in batch","55.66","49.4","3.75","Poor","Fail","Completed","Passed","No","Yes","Supervisor 5","Inspection completed - 0.43% defect rate","null"
"INSP00000565","2024-02-05","17:59",2024,12,"ORD00000238","PROD000116","Product 116","BATCH00565","INS0016","Inspector 16","Quality Control","QC Department","FAC06","Factory 6","LINE026","Assembly Line 26",3865,6,"0.16",3120,"Malfunction","D006","Critical","Malfunction found in batch","15.16","21.06","29.15","Fair","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 0.16% defect rate","null"
"INSP00000566","2024-09-02","09:51",2024,1,"ORD00000284","PROD000117","Product 117","BATCH00566","INS0017","Inspector 17","Quality Control","QC Department","FAC07","Factory 7","LINE027","Assembly Line 27",4398,66,"1.5",340,"Dimension Error","D007","Major","Dimension Error found in batch","59.71","83.54","40.42","Poor","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 1.5% defect rate","null"
"INSP00000567","2024-03-11","09:22",2024,4,"ORD00000973","PROD000118","Product 118","BATCH00567","INS0018","Inspector 18","Quality Control","QC Department","FAC08","Factory 8","LINE028","Assembly Line 28",3600,53,"1.47",3369,"None","D000","Minor","None found in batch","39.25","68.56","38.09","Fair","Fail","On Hold","Pending","No","No","null","Inspection completed - 1.47% defect rate","photo_INSP00000567.jpg"
"INSP00000568","2024-12-27","14:27",2024,9,"ORD00000777","PROD000119","Product 119","BATCH00568","INS0019","Inspector 19","Quality Control","QC Department","FAC01","Factory 1","LINE029","Assembly Line 29",6016,57,"0.95",4355,"Crack","D001","Cosmetic","Crack found in batch","84.12","14.3","24.44","Fair","Fail","Completed","Passed","No","Yes","Supervisor 9","Inspection completed - 0.95% defect rate","photo_INSP00000568.jpg"
"INSP00000569","2024-11-03","09:54",2024,11,"ORD00000614","PROD000120","Product 120","BATCH00569","INS0020","Inspector 20","Quality Control","QC Department","FAC02","Factory 2","LINE030","Assembly Line 30",7305,65,"0.89",6073,"Dent","D002","None","Dent found in batch","57.34","53.58","25.62","Good","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 0.89% defect rate","null"
"INSP00000570","2024-11-24","08:51",2024,3,"ORD00000208","PROD000121","Product 121","BATCH00570","INS0021","Inspector 21","Quality Control","QC Department","FAC03","Factory 3","LINE001","Assembly Line 1",2016,41,"2.03",1058,"Discoloration","D003","Critical","Discoloration found in batch","75.27","84.02","12.51","Good","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 2.03% defect rate","null"
"INSP00000571","2024-12-03","16:03",2024,3,"ORD00000548","PROD000122","Product 122","BATCH00571","INS0022","Inspector 22","Quality Control","QC Department","FAC04","Factory 4","LINE002","Assembly Line 2",7164,58,"0.81",519,"Misalignment","D004","Major","Misalignment found in batch","29.79","19.24","38.39","Poor","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.81% defect rate","photo_INSP00000571.jpg"
"INSP00000572","2024-02-20","09:09",2024,4,"ORD00000238","PROD000123","Product 123","BATCH00572","INS0023","Inspector 23","Quality Control","QC Department","FAC05","Factory 5","LINE003","Assembly Line 3",5874,34,"0.58",3755,"Missing Part","D005","Minor","Missing Part found in batch","51.62","95.3","30.02","Poor","Fail","Completed","Passed","No","Yes","Supervisor 3","Inspection completed - 0.58% defect rate","null"
"INSP00000573","2024-03-15","16:35",2024,5,"ORD00000976","PROD000124","Product 124","BATCH00573","INS0024","Inspector 24","Quality Control","QC Department","FAC06","Factory 6","LINE004","Assembly Line 4",5353,79,"1.48",2833,"Malfunction","D006","Cosmetic","Malfunction found in batch","60.77","33.49","29.79","Poor","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 1.48% defect rate","null"
"INSP00000574","2024-06-21","12:39",2024,2,"ORD00000416","PROD000125","Product 125","BATCH00574","INS0025","Inspector 25","Quality Control","QC Department","FAC07","Factory 7","LINE005","Assembly Line 5",5696,3,"0.05",2787,"Dimension Error","D007","None","Dimension Error found in batch","22.41","74.67","25.76","Fair","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 0.05% defect rate","null"
"INSP00000575","2024-02-23","15:24",2024,12,"ORD00000646","PROD000126","Product 126","BATCH00575","INS0026","Inspector 26","Quality Control","QC Department","FAC08","Factory 8","LINE006","Assembly Line 6",6681,54,"0.81",4953,"None","D000","Critical","None found in batch","89.26","61.97","31.42","Poor","Fail","On Hold","Pending","No","No","null","Inspection completed - 0.81% defect rate","null"
"INSP00000576","2024-03-20","08:00",2024,2,"ORD00000652","PROD000127","Product 127","BATCH00576","INS0027","Inspector 27","Quality Control","QC Department","FAC01","Factory 1","LINE007","Assembly Line 7",4182,8,"0.19",2878,"Crack","D001","Major","Crack found in batch","69.28","62.48","39.96","Good","Pass","Completed","Passed","No","Yes","Supervisor 7","Inspection completed - 0.19% defect rate","photo_INSP00000576.jpg"
"INSP00000577","2024-12-26","17:30",2024,3,"ORD00000194","PROD000128","Product 128","BATCH00577","INS0028","Inspector 28","Quality Control","QC Department","FAC02","Factory 2","LINE008","Assembly Line 8",1033,6,"0.58",1027,"Dent","D002","Minor","Dent found in batch","37.59","43.41","14.17","Poor","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.58% defect rate","null"
"INSP00000578","2024-02-01","11:32",2024,11,"ORD00000283","PROD000129","Product 129","BATCH00578","INS0029","Inspector 29","Quality Control","QC Department","FAC03","Factory 3","LINE009","Assembly Line 9",2928,12,"0.41",2800,"Discoloration","D003","Cosmetic","Discoloration found in batch","17.26","64.48","16.87","Poor","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.41% defect rate","photo_INSP00000578.jpg"
"INSP00000579","2024-11-01","13:03",2024,5,"ORD00000891","PROD000130","Product 130","BATCH00579","INS0030","Inspector 30","Quality Control","QC Department","FAC04","Factory 4","LINE010","Assembly Line 10",9174,61,"0.66",397,"Misalignment","D004","None","Misalignment found in batch","62.66","35.85","4.02","Poor","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.66% defect rate","null"
"INSP00000580","2024-05-14","08:12",2024,10,"ORD00000568","PROD000131","Product 131","BATCH00580","INS0031","Inspector 31","Quality Control","QC Department","FAC05","Factory 5","LINE011","Assembly Line 11",6878,42,"0.61",5997,"Missing Part","D005","Critical","Missing Part found in batch","57.4","40.52","4.21","Poor","Pass","Completed","Passed","No","Yes","Supervisor 1","Inspection completed - 0.61% defect rate","null"
"INSP00000581","2024-06-14","14:41",2024,2,"ORD00000201","PROD000132","Product 132","BATCH00581","INS0032","Inspector 32","Quality Control","QC Department","FAC06","Factory 6","LINE012","Assembly Line 12",4782,73,"1.53",3582,"Malfunction","D006","Major","Malfunction found in batch","28.87","43.82","12.97","Poor","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 1.53% defect rate","null"
"INSP00000582","2024-09-05","10:29",2024,4,"ORD00000454","PROD000133","Product 133","BATCH00582","INS0033","Inspector 33","Quality Control","QC Department","FAC07","Factory 7","LINE013","Assembly Line 13",8873,63,"0.71",677,"Dimension Error","D007","Minor","Dimension Error found in batch","39.47","12.42","34.02","Fair","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.71% defect rate","null"
"INSP00000583","2024-11-24","10:21",2024,7,"ORD00000478","PROD000134","Product 134","BATCH00583","INS0034","Inspector 34","Quality Control","QC Department","FAC08","Factory 8","LINE014","Assembly Line 14",7274,72,"0.99",2246,"None","D000","Cosmetic","None found in batch","95.03","43.62","48.76","Poor","Fail","On Hold","Pending","No","No","null","Inspection completed - 0.99% defect rate","photo_INSP00000583.jpg"
"INSP00000584","2024-10-01","15:43",2024,6,"ORD00000069","PROD000135","Product 135","BATCH00584","INS0035","Inspector 35","Quality Control","QC Department","FAC01","Factory 1","LINE015","Assembly Line 15",6187,62,"1",639,"Crack","D001","None","Crack found in batch","82.81","95.34","43.63","Good","Pass","Completed","Passed","No","Yes","Supervisor 5","Inspection completed - 1.0% defect rate","null"
"INSP00000585","2024-12-02","08:50",2024,5,"ORD00000216","PROD000136","Product 136","BATCH00585","INS0036","Inspector 36","Quality Control","QC Department","FAC02","Factory 2","LINE016","Assembly Line 16",9984,40,"0.4",1832,"Dent","D002","Critical","Dent found in batch","50.71","77.11","36.15","Poor","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.4% defect rate","null"
"INSP00000586","2024-04-09","17:24",2024,8,"ORD00000417","PROD000137","Product 137","BATCH00586","INS0037","Inspector 37","Quality Control","QC Department","FAC03","Factory 3","LINE017","Assembly Line 17",1096,30,"2.74",1045,"Discoloration","D003","Major","Discoloration found in batch","14.33","73.78","42.92","Fair","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 2.74% defect rate","null"
"INSP00000587","2024-01-14","08:38",2024,4,"ORD00000225","PROD000138","Product 138","BATCH00587","INS0038","Inspector 38","Quality Control","QC Department","FAC04","Factory 4","LINE018","Assembly Line 18",2557,51,"1.99",1956,"Misalignment","D004","Minor","Misalignment found in batch","96.75","72.11","16.4","Good","Pass","On Hold","Pending","No","No","null","Inspection completed - 1.99% defect rate","null"
"INSP00000588","2024-07-22","15:50",2024,2,"ORD00000261","PROD000139","Product 139","BATCH00588","INS0039","Inspector 39","Quality Control","QC Department","FAC05","Factory 5","LINE019","Assembly Line 19",6811,88,"1.29",2913,"Missing Part","D005","Cosmetic","Missing Part found in batch","68.15","73.98","25.56","Fair","Fail","Completed","Passed","No","Yes","Supervisor 9","Inspection completed - 1.29% defect rate","photo_INSP00000588.jpg"
"INSP00000589","2024-03-08","17:25",2024,3,"ORD00000177","PROD000140","Product 140","BATCH00589","INS0040","Inspector 40","Quality Control","QC Department","FAC06","Factory 6","LINE020","Assembly Line 20",8965,67,"0.75",3712,"Malfunction","D006","None","Malfunction found in batch","85.43","62.16","13","Fair","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.75% defect rate","photo_INSP00000589.jpg"
"INSP00000590","2024-02-05","11:29",2024,5,"ORD00000928","PROD000141","Product 141","BATCH00590","INS0041","Inspector 41","Quality Control","QC Department","FAC07","Factory 7","LINE021","Assembly Line 21",8657,34,"0.39",1897,"Dimension Error","D007","Critical","Dimension Error found in batch","35.72","18.99","17.37","Fair","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 0.39% defect rate","null"
"INSP00000591","2024-08-04","11:48",2024,3,"ORD00000243","PROD000142","Product 142","BATCH00591","INS0042","Inspector 42","Quality Control","QC Department","FAC08","Factory 8","LINE022","Assembly Line 22",7653,46,"0.6",6609,"None","D000","Major","None found in batch","94.9","94.94","13.7","Good","Fail","On Hold","Pending","No","No","null","Inspection completed - 0.6% defect rate","photo_INSP00000591.jpg"
"INSP00000592","2024-09-07","15:04",2024,11,"ORD00000280","PROD000143","Product 143","BATCH00592","INS0043","Inspector 43","Quality Control","QC Department","FAC01","Factory 1","LINE023","Assembly Line 23",7037,65,"0.92",2117,"Crack","D001","Minor","Crack found in batch","45.17","26.83","10","Good","Pass","Completed","Passed","No","Yes","Supervisor 3","Inspection completed - 0.92% defect rate","photo_INSP00000592.jpg"
"INSP00000593","2024-12-15","14:30",2024,7,"ORD00000307","PROD000144","Product 144","BATCH00593","INS0044","Inspector 44","Quality Control","QC Department","FAC02","Factory 2","LINE024","Assembly Line 24",5118,60,"1.17",2746,"Dent","D002","Cosmetic","Dent found in batch","98.89","62.82","40.17","Fair","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 1.17% defect rate","null"
"INSP00000594","2024-08-18","14:59",2024,12,"ORD00000101","PROD000145","Product 145","BATCH00594","INS0045","Inspector 45","Quality Control","QC Department","FAC03","Factory 3","LINE025","Assembly Line 25",6072,52,"0.86",1270,"Discoloration","D003","None","Discoloration found in batch","58.44","41.18","8.92","Poor","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.86% defect rate","photo_INSP00000594.jpg"
"INSP00000595","2024-10-02","17:58",2024,3,"ORD00000665","PROD000146","Product 146","BATCH00595","INS0046","Inspector 46","Quality Control","QC Department","FAC04","Factory 4","LINE026","Assembly Line 26",9576,27,"0.28",1343,"Misalignment","D004","Critical","Misalignment found in batch","83.46","18.11","36.52","Poor","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.28% defect rate","null"
"INSP00000596","2024-08-15","08:00",2024,10,"ORD00000519","PROD000147","Product 147","BATCH00596","INS0047","Inspector 47","Quality Control","QC Department","FAC05","Factory 5","LINE027","Assembly Line 27",7558,34,"0.45",932,"Missing Part","D005","Major","Missing Part found in batch","22.4","71.97","20.15","Good","Fail","Completed","Passed","No","Yes","Supervisor 7","Inspection completed - 0.45% defect rate","null"
"INSP00000597","2024-09-26","08:57",2024,11,"ORD00000261","PROD000148","Product 148","BATCH00597","INS0048","Inspector 48","Quality Control","QC Department","FAC06","Factory 6","LINE028","Assembly Line 28",9568,29,"0.3",871,"Malfunction","D006","Minor","Malfunction found in batch","59.67","63.63","29.71","Fair","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.3% defect rate","photo_INSP00000597.jpg"
"INSP00000598","2024-05-10","14:29",2024,4,"ORD00000697","PROD000149","Product 149","BATCH00598","INS0049","Inspector 49","Quality Control","QC Department","FAC07","Factory 7","LINE029","Assembly Line 29",3921,39,"0.99",522,"Dimension Error","D007","Cosmetic","Dimension Error found in batch","33.22","61.44","25.77","Good","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 0.99% defect rate","photo_INSP00000598.jpg"
"INSP00000599","2024-05-16","14:03",2024,10,"ORD00000568","PROD000150","Product 150","BATCH00599","INS0050","Inspector 50","Quality Control","QC Department","FAC08","Factory 8","LINE030","Assembly Line 30",1030,69,"6.7",854,"None","D000","None","None found in batch","91.63","54.69","49.48","Good","Fail","On Hold","Pending","No","No","null","Inspection completed - 6.7% defect rate","photo_INSP00000599.jpg"
"INSP00000600","2024-06-18","11:06",2024,6,"ORD00000910","PROD000001","Product 1","BATCH00600","INS0001","Inspector 1","Quality Control","QC Department","FAC01","Factory 1","LINE001","Assembly Line 1",5827,31,"0.53",4477,"Crack","D001","Critical","Crack found in batch","20.4","45.01","38.8","Poor","Fail","Completed","Passed","No","Yes","Supervisor 1","Inspection completed - 0.53% defect rate","null"
"INSP00000601","2024-01-16","08:08",2024,3,"ORD00000344","PROD000002","Product 2","BATCH00601","INS0002","Inspector 2","Quality Control","QC Department","FAC02","Factory 2","LINE002","Assembly Line 2",4864,82,"1.69",2676,"Dent","D002","Major","Dent found in batch","73.82","38","39.56","Fair","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 1.69% defect rate","null"
"INSP00000602","2024-10-05","08:20",2024,10,"ORD00000261","PROD000003","Product 3","BATCH00602","INS0003","Inspector 3","Quality Control","QC Department","FAC03","Factory 3","LINE003","Assembly Line 3",6018,23,"0.38",1947,"Discoloration","D003","Minor","Discoloration found in batch","62.31","50.69","26.47","Fair","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.38% defect rate","null"
"INSP00000603","2024-09-16","09:56",2024,3,"ORD00000099","PROD000004","Product 4","BATCH00603","INS0004","Inspector 4","Quality Control","QC Department","FAC04","Factory 4","LINE004","Assembly Line 4",6096,70,"1.15",3220,"Misalignment","D004","Cosmetic","Misalignment found in batch","93.25","82.95","4.87","Good","Fail","On Hold","Pending","No","No","null","Inspection completed - 1.15% defect rate","photo_INSP00000603.jpg"
"INSP00000604","2024-06-13","09:04",2024,3,"ORD00000434","PROD000005","Product 5","BATCH00604","INS0005","Inspector 5","Quality Control","QC Department","FAC05","Factory 5","LINE005","Assembly Line 5",5915,40,"0.68",1323,"Missing Part","D005","None","Missing Part found in batch","26.33","76.08","46.28","Poor","Pass","Completed","Passed","No","Yes","Supervisor 5","Inspection completed - 0.68% defect rate","photo_INSP00000604.jpg"
"INSP00000605","2024-07-19","09:17",2024,3,"ORD00000713","PROD000006","Product 6","BATCH00605","INS0006","Inspector 6","Quality Control","QC Department","FAC06","Factory 6","LINE006","Assembly Line 6",8934,80,"0.9",4644,"Malfunction","D006","Critical","Malfunction found in batch","33.01","91","29.31","Poor","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 0.9% defect rate","null"
"INSP00000606","2024-03-28","08:30",2024,9,"ORD00000368","PROD000007","Product 7","BATCH00606","INS0007","Inspector 7","Quality Control","QC Department","FAC07","Factory 7","LINE007","Assembly Line 7",5738,47,"0.82",2582,"Dimension Error","D007","Major","Dimension Error found in batch","57.06","28.57","38.13","Fair","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.82% defect rate","photo_INSP00000606.jpg"
"INSP00000607","2024-11-23","12:49",2024,12,"ORD00000828","PROD000008","Product 8","BATCH00607","INS0008","Inspector 8","Quality Control","QC Department","FAC08","Factory 8","LINE008","Assembly Line 8",7678,26,"0.34",1064,"None","D000","Minor","None found in batch","81","59.53","11.82","Fair","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.34% defect rate","photo_INSP00000607.jpg"
"INSP00000608","2024-06-17","09:48",2024,1,"ORD00000324","PROD000009","Product 9","BATCH00608","INS0009","Inspector 9","Quality Control","QC Department","FAC01","Factory 1","LINE009","Assembly Line 9",9483,51,"0.54",3434,"Crack","D001","Cosmetic","Crack found in batch","53.28","13.21","5.27","Poor","Fail","Completed","Passed","No","Yes","Supervisor 9","Inspection completed - 0.54% defect rate","null"
"INSP00000609","2024-12-20","10:01",2024,10,"ORD00000142","PROD000010","Product 10","BATCH00609","INS0010","Inspector 10","Quality Control","QC Department","FAC02","Factory 2","LINE010","Assembly Line 10",8320,13,"0.16",944,"Dent","D002","None","Dent found in batch","37.85","50.73","18.25","Fair","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.16% defect rate","null"
